director_name;gender;movies_nb;fidelity_rel;fidelity_abs
Richard Friedenberg;2.0;8;0.2;2
Sarah Harding;2;12;0.3;4
Emiliano Goessens;2;4;3.0;12
Peter Levin;2;26;0.2;4
Attila Bertalan;2;1;0.0;0
Douglas Buck;2;6;1.2;7
Gorman Bechard;2;12;0.8;10
Sandy Collora;2.0;4;1.5;6
Lane Nishikawa;2;1;0.0;0
Fabrice Barrilliet;2;2;0.0;0
Terence Michael O'Malley;2.0;1;0.0;0
Marco Amenta;2;3;1.3;4
Cullen Hoback;2;4;0.0;0
Don Barton;2;1;0.0;0
Bill Rebane;2.0;10;0.9;9
Will Zens;2;8;1.4;11
Robert F. Slatzer;2;3;0.0;0
Paul Leder;2.0;14;1.0;14
Tjardus Greidanus;2;3;0.0;0
Sam Mraovich;2;1;0.0;0
Aune Sand;2;1;0.0;0
Richard Ashe;2;1;0.0;0
Eldar Ryazanov;2.0;26;2.5;66
Yasunori Urata;2;2;0.0;0
Alfred Zeisler;2.0;14;0.4;6
Ian Fitzgibbon;2.0;6;0.7;4
Ernest D. Farino;2;3;0.0;0
Boris Acosta;2;1;0.0;0
Rodrigo Blaas;2.0;1;0.0;0
Dmitriy Kiselev;2.0;4;1.2;5
Harmage Singh Kalirai;2;1;0.0;0
Kate Madison;2;1;0.0;0
Gilles Béhat;2;4;0.5;2
Franz Seitz junior;2.0;8;0.2;2
Nesli Çölgeçen;2;5;0.4;2
Michael Pate;2.0;1;0.0;0
Christina Yao;2;1;0.0;0
C.L. Hor;2;2;0.0;0
Ruba Nadda;1.0;4;1.5;6
Russell Friedenberg;2.0;3;0.7;2
Gabriel Cowan;2.0;2;0.0;0
Kentucker Audley;2;7;1.0;7
Paul Caslin;2;1;0.0;0
Craig Fruin;2;1;0.0;0
Alberto Lattuada;2.0;32;1.0;32
Stephen Shimek;2;3;0.0;0
Benjamin Turner;2;2;0.0;0
Jennie Livingston;2;1;0.0;0
Ilya Khrzhanovsky;2;2;0.0;0
David O'Reilly;2;15;0.0;0
Herbert J. Leder;2;4;0.5;2
Sydney J. Bartholomew Jr.;2;1;0.0;0
Rafael Portillo;2;17;1.8;30
Kenneth J. Berton;2;2;0.0;0
Ugo Fabrizio Giordani;2;4;0.0;0
Matthew Mallinson;2;1;0.0;0
György Gát;2;1;0.0;0
Koji Ota;2.0;1;0.0;0
Bill Cowell;2;2;0.0;0
Saran Barnun;2;1;0.0;0
Peter Horak;2;1;0.0;0
Lee Sholem;2.0;15;0.7;10
Jane Arden;2;3;2.0;6
James Westby;2.0;4;1.2;5
Jerzy Hoffman;2.0;13;1.5;19
Vic Savage;2.0;1;0.0;0
Michael Rissi;2;2;0.0;0
Kartal Tibet;2;28;2.4;68
Cy Roth;2.0;2;0.0;0
Lisa France;1.0;2;0.0;0
Arch Hall Sr.;2;1;0.0;0
René Vautier;2;7;0.0;0
Per Berglund;2.0;9;2.2;20
Carlos Coelho da Silva;2;3;0.0;0
Tom Clegg;2.0;30;2.4;73
Satsuo Yamamoto;2;29;1.9;54
Chao Feng;2;1;0.0;0
Antonio Banderas;2.0;2;0.0;0
Jacques Brel;2;1;0.0;0
Dave Fleischer;2.0;472;1.0;449
Kôtarô Terauchi;2;7;0.9;6
Leon Lozano;2;1;0.0;0
David Ondříček;2;5;1.6;8
Lin Yu-hsien;2.0;5;0.8;4
Kōji Wakamatsu;2;83;1.0;86
Xavier Giannoli;2;8;1.0;8
Alain Tasma;2.0;10;1.3;13
Pierre Carles;2;11;0.8;9
Jean-Pierre Darroussin;2.0;1;0.0;0
René Viénet;2.0;4;0.0;0
Tsutomu Shibayama;2;14;1.4;19
Oz Scott;2.0;12;0.7;8
Dominic Higgins;2;2;0.0;0
Mark Blutman;2.0;1;0.0;0
Don Henderson;2;3;1.3;4
Ray Dennis Steckler;2.0;13;1.6;21
Jack Bravman;2;3;0.0;0
Tayfun Güneyer;2;2;0.0;0
Bryan Michael Stoller;2.0;7;0.3;2
Jean-Claude La Marre;2.0;7;0.6;4
Fritz Böttger;2;3;0.0;0
Boris Petroff;2;6;0.0;0
Giacomo Gentilomo;2;14;0.4;6
Sergiu Nicolaescu;2;28;1.7;48
Dušan Kovačević;2.0;2;1.0;2
Ertem Eğilmez;2.0;26;3.6;94
Stanisław Bareja;2;8;1.2;10
Edward Sedgwick;2.0;34;1.3;45
Zeki Demirkubuz;2;11;0.7;8
Valeriya Gay Germanika;2;3;0.7;2
Diana Wilson;2;1;0.0;0
Ned Farr;2;3;1.0;3
Mourad Boucif;2;1;0.0;0
Marc Rivière;2;2;0.0;0
Olivier Ringer;2;3;0.0;0
Alison Reid;2;1;0.0;0
Avery Crounse;2.0;3;1.3;4
Perry Ogden;2;1;0.0;0
Dennis Dimster;2;3;0.0;0
Bix Skahill;2;1;0.0;0
Philip Chidel;2;1;0.0;0
Jack Green;2.0;2;0.0;0
Dean Karr;2;1;0.0;0
Fabio Jafet;2;1;0.0;0
Juan Gonzalez;2.0;1;0.0;0
Kazuhiro Furuhashi;2;7;2.3;16
Andrew Scheinman;2.0;1;0.0;0
Fred Niblo;2.0;17;1.3;22
John Mathew Matthan;2;1;0.0;0
Teodore Chapkunov;2;1;0.0;0
Dennis Van Zak;2;1;0.0;0
Paul Bales;2.0;1;0.0;0
Susan Koch;2;3;0.0;0
Aram Katcher;2.0;1;0.0;0
John Edginton;2;6;0.7;4
Gabriel Pascal;2;2;0.0;0
David Bourla;2.0;1;0.0;0
Tom Mattera;2;2;0.0;0
Percy Nash;2;3;0.0;0
Masaru Konuma;2;33;1.9;63
Jason Dudek;2.0;2;0.0;0
Setsuo Takase;2;2;0.0;0
Richard Blackburn;2.0;1;0.0;0
Hiroyuki Yano;2;8;3.1;25
Derek Kwok Chi-Kin;2;7;0.7;5
Kodi Rama Krishna;2;1;0.0;0
Timothy Hutton;2.0;2;0.0;0
Toshihiro Hirano;2;7;0.0;0
Joe Ma Wai-Ho;2;26;1.8;48
Tim Watso;2;1;0.0;0
Stephen Cragg;2.0;1;0.0;0
Edvins Snore;2.0;1;0.0;0
Greg Browning;2;1;0.0;0
Dorothy Ann Puzo;2;1;0.0;0
David Heavener;2;14;0.0;0
Park Dae-min;2;2;0.0;0
Nobby Clark;2;4;1.0;4
Owen Coughlan;2;1;0.0;0
Mathew Nelson;2;1;0.0;0
J. David Gonella;2;2;0.0;0
Peter Sinclair;2.0;1;0.0;0
Jethro;2;1;0.0;0
Seijiro Koyama;2.0;9;0.9;8
Timmy Turner;2;1;0.0;0
Taylor Steele;2;9;2.4;22
Yoshikazu Yasuhiko;2.0;8;0.0;0
Lowell Sherman;2;13;1.4;18
Derek Vanlint;2.0;1;0.0;0
Brett Whitcomb;2;3;0.0;0
Isaac Julien;2.0;17;0.2;4
Cliff Owen;2;11;0.7;8
Gabriel Aghion;2.0;10;0.8;8
Norman Panama;2.0;7;0.3;2
Adam Jones;2;1;0.0;0
Mike Akel;2;2;2.0;4
Jeff Anderson;2.0;1;0.0;0
Manuel Gómez Pereira;2;13;1.1;14
Yang Ik-joon;2;1;0.0;0
DJ Vlad;2;1;0.0;0
Dr Paul Lam;2;2;0.0;0
Jacek Gasiorowski;2;3;0.0;0
Jan Kidawa-Blonski;2;4;1.0;4
Andrzej Kondratiuk;2;11;1.2;13
Barthélémy Grossmann;2;1;0.0;0
Darren Curtis;2;2;0.0;0
Miguel Sapochnik;2.0;1;0.0;0
Gregory Ratoff;2.0;27;1.7;47
Adrian Pennick;2;1;0.0;0
Jon Stone;2.0;7;2.3;16
Andy de Emmony;2.0;7;0.0;0
Keiichi Sato;2.0;3;0.0;0
Ajay Devgn;2.0;2;1.0;2
Joann Sfar;2.0;3;0.7;2
Clive McAlpin;2;1;0.0;0
Tzvi Shissel;2.0;5;2.4;12
Sam Grossman;2;1;0.0;0
Catherine Morshead;1.0;6;0.0;0
Uri Barbash;2.0;8;1.0;8
Eli Cohen;2;8;0.0;0
Matt Dillon;2.0;1;0.0;0
Bob Bralver;2;2;0.0;0
Shay Kanot;2;4;0.5;2
Pim van Hoeve;2;5;1.2;6
Kees Van Oostrum;2;2;0.0;0
Peter Payer;2.0;6;2.0;12
Michael Reeves;2.0;4;1.0;4
Constantine Nasr;2;17;0.4;7
W.D. Hogan;2;5;0.4;2
John Keitel;2.0;1;0.0;0
Sean Stanek;2;2;0.0;0
Prawal Raman;2;1;0.0;0
Paul Dickson;2.0;6;0.0;0
Laurice Guillen;1.0;18;3.3;59
Sarah Schenck;2;1;0.0;0
Bryce Olson;2;2;0.0;0
Jeff Celentano;2;5;0.4;2
Bill Rogers;2;1;0.0;0
Allen Baron;2.0;3;0.0;0
David Bryant;2.0;4;0.0;0
Phenomenon;2;2;0.0;0
Andrew Wiest;2.0;3;1.7;5
Simon Ardizzone;2;1;0.0;0
Leszek Burzynski;2;3;0.0;0
Robert Kaylor;2;3;0.0;0
Paul Golding;2;1;0.0;0
Geoffrey Reeve;2;3;0.7;2
Rick King;2.0;11;1.0;11
Robert Radler;2.0;5;1.8;9
Byron Chudnow;2;3;0.0;0
Jean Louis Mourney;2;1;0.0;0
Brian Hannant;2.0;2;0.0;0
Stephen Metcalfe;2.0;1;0.0;0
Euzhan Palcy;1.0;8;0.0;0
Philip D'Antoni;2.0;1;0.0;0
Samuel Maoz;2.0;2;0.0;0
Peter Pau;2.0;2;1.0;2
Philippe Aractingi;2;4;1.0;4
Timo Koivusalo;2;8;1.9;15
Cliff Roquemore;2.0;3;1.0;3
Adam Salky;2.0;3;0.0;0
Scott DePace;2;1;0.0;0
Gerhard Hroß;2;2;0.0;0
Panjak Sharma;2;1;0.0;0
Steven Hahn;2;1;0.0;0
Jeong Yong-Ki;2;6;0.7;4
Siu-hung Chung;2;10;0.8;8
Ahn Byeong-ki;2.0;7;0.9;6
Jo Dong-oh;2;2;0.0;0
Ho Choi;2;4;0.0;0
Kim Seong-soo;2;2;0.0;0
Woo-cheol Lee;2;2;0.0;0
Billy Chung;2;8;0.0;0
Jin-won Choi;2;1;0.0;0
Michael Walker;2.0;4;0.5;2
Esther Rots;2;3;0.0;0
Ik-hwan Choe;2;1;0.0;0
Lal;2.0;9;2.0;18
Bart Sibrel;2;1;0.0;0
Takaaki Ishiyama;2;4;0.5;2
Eric Gibson;2;7;1.3;9
Gary Dean Orona;2;5;0.4;2
Akhenaton;2;2;0.0;0
Dorothy Arzner;1.0;16;1.4;22
Earl McEvoy;2.0;3;0.0;0
Brahman Turner;2;1;0.0;0
Dennis C. Lewiston;2;1;0.0;0
Dan Matthews;2;1;0.0;0
Benny Mathews;2;2;0.0;0
Cary Solomon;2;1;0.0;0
Piyush Dinker Pandya;2;1;0.0;0
Anurag Mehta;2;1;0.0;0
Peter Scarf;2;1;0.0;0
James R. Gorrie;2;1;0.0;0
Lawrence Bassoff;2;2;0.0;0
Michael W. Watkins;2.0;6;0.0;0
Tak-Sam Leong;2;3;0.0;0
Jae-yeon Yun;2;2;1.0;2
Baek Woon-Hak;2;2;0.0;0
Phil Hay;2.0;1;0.0;0
Thomas Nennstiel;2.0;26;1.1;29
Sergio Rezende;2.0;10;1.0;10
Andrey Eshpay;2;3;0.0;0
David Cross;2.0;2;0.0;0
Yoon Hong-seung;2.0;4;0.0;0
Kenneth Bowser;2.0;4;0.5;2
Salvador García Ruiz;2;4;1.5;6
Tiffanie DeBartolo;2;1;0.0;0
Daniel Maze;2;1;0.0;0
Hideshi Hino;2;2;0.0;0
Ricardo Islas;2;9;0.8;7
Andrew Green;2.0;1;0.0;0
Kevin Elders;2.0;2;0.0;0
Vince Offer;2;2;0.0;0
Nicholas Webster;2.0;6;0.0;0
Bill Couturié;2.0;5;0.0;0
Kat Slater;2;1;0.0;0
Ferdi Eğilmez;2;1;0.0;0
Donald Crisp;2;14;1.5;21
Hans Richter;2.0;17;0.0;0
Will Mackenzie;2.0;6;0.0;0
Steven Kampmann;2.0;2;0.0;0
Robert Downey Sr.;2.0;17;1.3;22
David Mortin;2;2;0.0;0
Jennifer Devoldère;2;2;1.0;2
Joe Knee;2;4;0.0;0
Murat Seker;2;6;1.7;10
François Alaux;2;2;0.0;0
Valérie Lemercier;1.0;5;0.4;2
Arnold Leibovit;2;2;0.0;0
Shana Feste;2;4;0.0;0
William Friese-Greene;2.0;4;0.0;0
Matt Brookens;2;1;0.0;0
Burt Gillett;2;80;1.2;96
Deepak Balraj Vij;2;1;0.0;0
Валерий Угаров;2;2;0.0;0
Richard Natale;2;1;0.0;0
Bill Sherwood;2;1;0.0;0
Eddy Moretti;2.0;2;0.0;0
Shaun O'Riordan;2;6;0.0;0
Sergio Oksman;2;3;0.0;0
Scarlett Marshall;2;1;0.0;0
Kieran Jarvis-Brown;2;1;0.0;0
Luke Baldwin Smith;2;1;0.0;0
Modi;2;2;1.0;2
Bennie Woodell;2;2;1.0;2
Mi-sen Wu;2;5;0.4;2
Chin Man-Kei;2;12;0.9;11
Tony Vitale;2.0;4;0.0;0
Song-jae Hwang;2;1;0.0;0
Jeffrey Maccubbin;2;1;0.0;0
Don Hertzfeldt;2.0;12;0.7;8
Josetxo San Mateo;2;6;0.0;0
Johnny Kevorkian;2;1;0.0;0
Roberto Burchielli;2;1;0.0;0
Antoni P. Canet;2;2;0.0;0
Lluís Danés;2;2;0.0;0
Adolfo Aristarain;2.0;9;2.4;22
Joaquim Jordà;2;11;0.0;0
Bruce Koehler;2;4;0.8;3
Alexander Finbow;2;1;0.0;0
Chuck Vinson;2.0;9;0.3;3
Katja Eyde Jacobsen;2;2;0.0;0
Katarzyna Roslaniec;1.0;4;0.0;0
Rob Epstein;2.0;11;0.2;2
Victory Tischler-Blue;2;1;0.0;0
Patricia Riggen;2;5;0.0;0
Kenneth Chamitoff;2;1;0.0;0
Chen Kuo-Fu;2;5;0.6;3
Damon Lemay;2;1;0.0;0
Peter Carstairs;2;2;0.0;0
Michael Stokes;2.0;2;0.0;0
Robert Shallcross;2.0;2;0.0;0
Don Cuaresma;2;5;1.2;6
André van Heerden;2.0;7;0.6;4
Elisabeta Bostan;1.0;12;0.8;10
Edin Velez;2;2;0.0;0
Jack Donohue;2.0;7;0.6;4
Jiří Trnka;2.0;19;0.1;2
Jasmine Dellal;2;1;0.0;0
Morey Fineburgh;2;1;0.0;0
Bosco Lam Chi-Ho;2;9;0.2;2
Darryl Roberts;2;3;0.0;0
Marc Moody;2;1;0.0;0
Milton Gray;2;1;0.0;0
Jean-Pierre Sinapi;2;6;0.3;2
Paulo Betti;2.0;2;0.0;0
Joshua Morrisroe;2;1;0.0;0
Henrik Georgsson;2;1;0.0;0
Jack Nicholson;2.0;3;0.0;0
Jason J. Tomaric;2;1;0.0;0
Tommy Stovall;2;3;0.7;2
Tom Hunsinger;2.0;1;0.0;0
Mark Edwin Robinson;2;3;0.0;0
Šarūnas Bartas;2.0;12;0.7;8
Ray Yeung;2.0;2;0.0;0
Greta Schiller;2;3;0.0;0
Kevin Kerslake;2;4;0.0;0
Yong-ih;2.0;1;0.0;0
Junji Hanado;2;3;0.0;0
Mark Jean;2.0;21;1.4;29
Craig Pryce;2.0;15;2.1;31
Jevon O'Neill;2;2;0.0;0
Henry Chan;2.0;2;0.0;0
Philip Dunne;2.0;10;0.4;4
Jimmy Page;2.0;1;0.0;0
João Botelho;2.0;20;1.4;28
Migel Delgado;2;1;0.0;0
David DeFalco;2.0;3;0.0;0
Terence Daw;2;1;0.0;0
Raymond Bernard;2.0;23;1.2;28
Will Koopman;2;8;1.8;14
Chandan Arora;2.0;2;0.0;0
Mahesh Nair;2;1;0.0;0
Lee Toland Krieger;2.0;6;0.0;0
Ryan Polito;2;40;0.8;33
Scott Winant;2.0;1;0.0;0
Shigetsugu Yoshida;2;1;0.0;0
Kenneth R. Koch;2;1;0.0;0
Tony Hickman;2;1;0.0;0
Sean Dwyer;2.0;1;0.0;0
Geralyn Pezanoski;2;1;0.0;0
Gerard Johnson;2;3;2.0;6
Shelli Ryan;2;1;0.0;0
Tian Zhuangzhuang;2;11;0.7;8
Lev Kuleshov;2.0;13;0.6;8
B. Reeves Eason;2;43;1.5;66
Fred Waller;2;6;1.0;6
Walt Disney;2.0;118;0.5;54
Luiz Villaça;2;4;1.2;5
Jason Stephens;2;1;0.0;0
Paul Whittington;2.0;6;0.5;3
Hector Stewart;2;1;0.0;0
Ben Caron;2;2;0.0;0
Lance Kawas;2.0;7;1.1;8
James D. Scurlock;2;1;0.0;0
Wonsuk Chin;2;2;0.0;0
Brandon Beckner;2.0;1;0.0;0
Pete Walker;2.0;17;1.9;33
David Peat;2;1;0.0;0
Norman Krasna;2.0;3;0.7;2
Julian Benedikt;2;2;0.0;0
Fritz Lehner;2;4;0.0;0
Tim Burstall;2.0;17;0.8;13
Allison R. Hebble;2;1;0.0;0
Michael Hui;2.0;4;2.5;10
Chuck Bowman;2.0;12;1.0;12
Konstantin Bronzit;2.0;11;0.2;2
Gary Weis;2.0;6;0.0;0
Amol Palekar;2.0;6;0.0;0
Fredrik Edfeldt;2;2;0.0;0
Manoj Kumar;2.0;10;1.4;14
Chandra Barot;2;1;0.0;0
Jason Baffa;2;2;0.0;0
Marcos Efron;2.0;1;0.0;0
Inessa Kovalevskaya;1.0;9;0.7;6
Enrique Urbizu;2;9;1.1;10
Robert Saitzyk;2;3;0.0;0
Lesley Manning;2;3;0.0;0
Saara Saarela;2;3;0.0;0
Vidhu Vinod Chopra;2.0;9;0.9;8
J.P. Dutta;2.0;7;1.7;12
John Holowach;2;1;0.0;0
Diederik Ebbinge;2.0;5;0.0;0
Sima Urale;2;1;0.0;0
Steven Kastrissios;2;2;0.0;0
Anwar Hajher;2;1;0.0;0
Raj N. Sippy;2.0;11;1.7;19
Anupam Kher;2;1;0.0;0
Deb Ellis;2;2;0.0;0
Chris Ver Wiel;2;1;0.0;0
Ryan Sohmer;2;1;0.0;0
William Sachs;2.0;9;0.0;0
Barak Epstein;2;2;0.0;0
Terrence Martin;2;1;0.0;0
Conor McPherson;2;4;1.0;4
Bob Byington;2.0;7;1.6;11
Leesong Hee-il;2.0;7;0.3;2
Arev Manoukian;2;1;0.0;0
Robert Kane Pappas;2;2;0.0;0
Mike Million;2;2;0.0;0
Kim Bartley;2;1;0.0;0
Peter Svatek;2.0;16;0.4;6
José Corbacho;2.0;3;0.7;2
Miloš Radivojević;2;15;2.1;32
Ronn Seidenglanz;2;1;0.0;0
Frank Martin;2;6;0.3;2
Lee Jeong-hyang;2;3;0.0;0
Helen Stickler;2;1;0.0;0
Michael Thornhill;2;7;0.0;0
Kriv Stenders;2;11;0.5;6
Joe Whiteaker;2;3;0.0;0
Elizabeth Lucas;1.0;1;0.0;0
Erich Hörtnagl;2;2;0.0;0
Kristopher Belman;2;1;0.0;0
Manyar I. Parwani;2;1;0.0;0
Sandrine Bonnaire;1.0;2;0.0;0
Per Pallesen;2.0;1;0.0;0
Tom McComas;2;9;0.2;2
Thomas J. Wright;2;14;2.1;29
William Carr Crofts;2;1;0.0;0
Hoite C. Caston;2;1;0.0;0
Takuya Sato;2;3;0.0;0
Earl Bellamy;2.0;21;0.7;14
Andy Picheta;2;1;0.0;0
Robert Scheerer;2.0;9;0.0;0
Randy Daudlin;2;2;0.0;0
Ding Sheng;2;6;1.8;11
Margreth Olin;1.0;8;0.2;2
Yoshishige Yoshida;2.0;20;1.6;33
Prince;2.0;8;2.0;16
Finn Henriksen;2;16;2.9;46
Terje Rangnes;2;3;0.0;0
George Bamber;2.0;1;0.0;0
Peter Ringgaard;2;4;0.0;0
Arthur Joffé;2;5;0.8;4
Tony Hadlock;2;1;0.0;0
Rajeev Virani;2;2;0.0;0
Joseph Mealey;2;1;0.0;0
Joel Hershman;2.0;2;0.0;0
Morten Lindberg;2;1;0.0;0
Conrad Rooks;2;2;0.0;0
Amit Rai;2;1;0.0;0
Herbert I. Leeds;2.0;19;2.6;49
Eugene Forde;2.0;33;2.0;67
James Tinling;2.0;29;1.4;42
Sam R. Balcomb;2;5;2.2;11
Mathias Gokalp;2;1;0.0;0
Melih Kançelik;2;1;0.0;0
Åsleik Engmark;2.0;1;0.0;0
Cyrus Nowrasteh;2.0;3;0.0;0
Peter Schrøder;2;3;0.0;0
Sune Lund-Sørensen;2;5;1.2;6
Joe Lawlor;2;8;0.0;0
Yuki Iwata;2;2;0.0;0
Nikolaj Cederholm;2;1;0.0;0
Atsuko Fukushima;2;2;0.0;0
Friz Freleng;2.0;264;1.5;408
Max Fischer;2.0;5;0.0;0
Timothy Busfield;2.0;1;0.0;0
Angela Ward Costello;2;1;0.0;0
Joseph Green;2;2;0.0;0
Tommy Pallotta;2.0;2;0.0;0
Mike Mansfield;2;5;0.0;0
Tonie Marshall;1.0;9;1.2;11
Gianni Costantino;2;1;0.0;0
Wes Llewellyn;2;2;2.0;4
John Stimpson;2.0;9;0.0;0
Danielle Franco;2;1;0.0;0
Sam Taylor-Johnson;1.0;17;0.1;2
Mark Brokaw;2.0;1;0.0;0
Chaerul Umam;2;4;0.0;0
Ilya Maksimov;2;2;0.0;0
Donnie Yen;2.0;5;0.4;2
Onir;2;2;1.0;2
Prakash Arora;2;1;0.0;0
Kim Yong-gyun;2.0;3;0.0;0
Fred C. Brannon;2;28;3.8;107
Rachel Goldenberg;2;8;0.2;2
Abhishek Chaubey;2.0;3;1.3;4
Carlos Moreno;2;6;0.3;2
Scott Lew;2;1;0.0;0
Azhari Mohd Zain;2;12;2.2;27
Philip Hunt;2.0;3;0.0;0
Sten Baadsgaard;2;1;0.0;0
Miroslav Momčilović;2;5;0.4;2
Marko Marinković;2;3;0.0;0
Regina Crosby;1.0;1;0.0;0
Dejan Radonić;2;1;0.0;0
Goran Gajić;2;4;1.0;4
Steven Okazaki;2;12;0.0;0
Rajko Grlić;2;8;1.2;10
Branko Ivanda;2;5;0.4;2
Jack Kinney;2.0;64;1.6;105
Stefan Arsenijević;2;2;0.0;0
Dejan Karaklajić;2;3;0.0;0
Bernhard Ludwig;2;2;0.0;0
Petar Pašić;2;1;0.0;0
Marco Ponti;2;6;1.7;10
Zdravko Šotra;2;18;1.6;28
Jonathan Freedman;2;1;0.0;0
Lucile Hadzihalilovic;2;5;0.0;0
Keith Snyder;2.0;1;0.0;0
Heitor Dhalia;2.0;5;1.2;6
Thomas Haden Church;2.0;1;0.0;0
Pat Corbitt;2;1;0.0;0
Matthew Miller;2.0;1;0.0;0
Valerie Landsburg;1.0;2;0.0;0
Norman Cohn;2.0;1;0.0;0
Dale Rosenbloom;2.0;1;0.0;0
Rania Ajami;2;2;0.0;0
Lance Bauscher;2;2;2.0;4
D. Ross Lederman;2;56;2.0;110
Andrew Bujalski;2;8;0.2;2
William Bindley;2;4;0.0;0
Satoko Yokohama;2;3;0.7;2
Matt Farnsworth;2.0;3;1.7;5
Stuart Maunder;2;1;0.0;0
Bruno Salomone;2.0;1;0.0;0
Heather Rae;1.0;2;0.0;0
William R. Kowalchuk Jr.;2;4;0.5;2
Douglas Thigpen;2;1;0.0;0
James L. Conway;2.0;8;0.0;0
Chris Cowey;2;1;0.0;0
Hubert Cornfield;2.0;7;0.0;0
Mimi Freedman;2;1;0.0;0
Jack Haley Jr.;2.0;6;0.7;4
Bruno Chiche;2.0;3;0.7;2
Joyce Chopra;1.0;20;0.8;15
Jeff Kwitny;2;2;0.0;0
Paolo Lombardo;2;2;0.0;0
Carmen Piccini;2;1;0.0;0
Pablo Larraín;2.0;8;2.1;17
Nils Wåhlin;2;1;0.0;0
Matthew Kohnen;2.0;1;0.0;0
Christian Hallman;2;2;0.0;0
Phil Griffin;2.0;3;0.0;0
Ahn Sang-Hoon;2;4;0.0;0
Nicole Garcia;1.0;8;0.5;4
Ovidio G. Assonitis;2;5;0.4;2
Alain Tanner;2;18;0.8;14
Jacob Bitsch;2;2;0.0;0
Richard L. Bare;2.0;33;2.2;72
Andrés Baiz;2;4;0.0;0
Eduardo Rossoff;2;3;0.0;0
Alberto Sironi;2.0;7;1.3;9
Kevin VanHook;2.0;6;0.7;4
Patxi Amézcua;2;2;0.0;0
Marcel de Vré;2;2;0.0;0
Ted Fox;2.0;1;0.0;0
Michael Maliani;2;1;0.0;0
Carlos Molinero;2;1;0.0;0
Nassim Amaouche;2;2;0.0;0
Vít Klusák;2;6;0.3;2
Igor Veyshtagin;2;2;0.0;0
Mitch Gould;2.0;2;1.0;2
Christopher Coppola;2.0;7;1.0;7
Alec Baldwin;2.0;1;0.0;0
Bent Christensen;2.0;13;1.7;22
Carl Ottosen;2.0;6;3.2;19
Mustafa Altıoklar;2;5;0.4;2
Christian Dyekjær;2;2;0.0;0
Yukinari Hanawa;2;3;0.0;0
Robert Ménard;2;5;2.0;10
Jane Simpson;1.0;2;0.0;0
Roy Burdine;2;2;0.0;0
Tor Ramsey;2;1;0.0;0
Joe Black;2;2;1.0;2
Jim Field Smith;2.0;4;0.0;0
Brad Jurjens;2.0;1;0.0;0
Lance Daly;2;4;0.0;0
Hal Barwood;2;1;0.0;0
Jonas Mekas;2.0;57;0.3;17
Daniel Lanois;2.0;1;0.0;0
Christopher Hampton;2.0;3;0.7;2
Karl Zwicky;2.0;5;0.0;0
Paul McCartney;2.0;2;0.0;0
Sohrab Mohammad;2;1;0.0;0
Kaywan Mohsen;2;1;0.0;0
Colin Arlen;2;1;0.0;0
Alexander Jovy;2;1;0.0;0
Chris Jaymes;2.0;2;0.0;0
Charlotte Sieling;2;2;0.0;0
Minoru Kawasaki;2;12;0.5;6
Ivan Engler;2;1;0.0;0
Walter Carvalho;2.0;7;1.0;7
John Kavanaugh;2;1;0.0;0
Paul Mercier;2.0;2;0.0;0
Matthew Warchus;2;3;0.0;0
Ray Kellogg;2.0;2;2.0;4
Alex Nicol;2.0;3;0.0;0
John Watkin;2;3;0.0;0
Ruairi Robinson;2;7;0.0;0
Chris Malloy;2;2;0.0;0
Chuck Hartsell;2;1;0.0;0
Thomas Campbell;2;3;0.7;2
Tiffany Campbell;2;1;0.0;0
Marc Rosenbush;2;1;0.0;0
Olaf Encke;2;3;0.0;0
Marc Craste;2;2;0.0;0
Derek Burbidge;2;2;0.0;0
Amanda Whittington;2;1;0.0;0
Jay DiPietro;2.0;1;0.0;0
Geo Saizescu;2.0;7;1.4;10
Poj Arnon;2.0;22;1.8;39
William Alland;2;1;0.0;0
Ashwani Dhir;2;3;2.0;6
Lewis R. Foster;2.0;30;2.4;73
Dennis Satin;2.0;19;1.3;25
Geoff Posner;2.0;7;0.6;4
Roy Battersby;2.0;9;0.2;2
John Baumgartner;2.0;2;0.0;0
Hu Mei;2;1;0.0;0
Manne Lindwall;2.0;2;0.0;0
Alex Roman;2;1;0.0;0
Paul Ruven;2.0;11;0.4;4
Bob Godfrey;2;15;0.1;2
Tetsu Kimura;2;1;0.0;0
Kerry Anne Mullaney;2;1;0.0;0
Carlos Diegues;2.0;18;1.1;20
Rob Diamond;2;3;0.0;0
Fernando Eimbcke;2.0;6;0.3;2
Peter Strickland;2.0;5;1.0;5
John Mckenzie;2;1;0.0;0
Reinert Kiil;2;3;0.0;0
Kenneth Bi;2;4;0.0;0
Trisha Ziff;2;3;0.0;0
Roger Weisberg;2;4;0.0;0
Brian Pulido;2.0;1;0.0;0
Sophie Fiennes;2;4;0.5;2
Sally Field;1.0;2;0.0;0
Paul Jay;2;2;1.0;2
Justin Zackham;2.0;2;0.0;0
Eurika Pratts;1.0;1;0.0;0
Mick Davis;2.0;2;0.0;0
Michael A. Simpson;2.0;8;1.2;10
Fernando Kalife;2.0;3;0.0;0
Dirk B.G. Driksen;2;1;0.0;0
Joe Reese;2;1;0.0;0
Dione Newton;2;2;0.0;0
Don McGlynn;2;4;0.0;0
Chris Shadley;2;1;0.0;0
Robert J. Smawley;2;2;0.0;0
Xavier Leret;2;1;0.0;0
Daniel Grodnik;2.0;1;0.0;0
