title;imdb_rating;viewing_date;personal_rating;children;tmdb_id;original_language;vote_count;vote_average;release_date;original_title;budget;revenue;runtime;imdb_id;production_country;production_countries_number;production_company;production_companies_number;genre;genre_number;director;director_number;producer;producer_number;actor_number
Sans toit ni loi;0;01/05/2011;3;none;44018;fr;24;7.3;1985-12-04;Sans toit ni loi;0;0;105;tt0089960;France;1;Films A2;3;Drama;1;Agnès Varda;1;Oury Milshtein;1;4
Tous les matins du monde;0;01/05/2011;1;none;41804;fr;21;6.1;1991-01-01;Tous les matins du monde;0;0;109;tt0103110;France;1;none;0;Drama;3;Alain Corneau;1;none;0;5
L'enfer d'Henri-Georges Clouzot;7,3;29/03/2013;2;none;41504;fr;11;6.5;2009-10-01;L'Enfer d'Henri-Georges Clouzot;0;0;102;tt1433528;France;1;none;0;Documentary;2;Serge Bromberg;2;Serge Bromberg;2;15
Black Moon;0;01/05/2011;1;none;36349;en;25;6.1;1986-01-10;Black Moon Rising;0;6637565;100;tt0090735;United States of America;1;New World Pictures;2;Science Fiction;3;Harley Cokeliss;1;Douglas Curtis;2;11
The Eiger Sanction;0;01/05/2011;0;none;20187;en;84;6.1;1975-05-21;The Eiger Sanction;0;14200000;123;tt0072926;United States of America;1;Universal Pictures;3;Action;6;Clint Eastwood;1;Robert Daley;1;15
The Ghost Writer;0;01/05/2011;2;none;11439;en;605;6.7;2010-02-12;The Ghost Writer;45000000;60222298;128;tt1139328;Germany;3;Studio Babelsberg;4;Thriller;2;Roman Polanski;1;Robert Benmussa;3;33
Detective Dee;0;01/05/2011;1;none;48492;zh;91;6.5;2010-09-18;狄仁傑之通天帝國;13000000;51723285;119;tt1123373;Hong Kong;2;Huayi Brothers;1;Action;4;Tsui Hark;1;none;0;6
Serpico;0;01/05/2011;3;none;9040;en;381;7.5;1973-12-05;Serpico;3000000;29800000;129;tt0070666;Italy;2;Paramount Pictures;3;Crime;3;Sidney Lumet;1;Martin Bregman;1;64
The Lady Eve;0;01/05/2011;3;none;3086;en;64;7.5;1941-02-25;The Lady Eve;0;0;97;tt0033804;United States of America;1;Paramount Pictures;1;Comedy;2;Preston Sturges;1;Paul Jones;3;76
Ponette;0;01/04/2011;2;none;38523;fr;9;7.7;1996-09-10;Ponette;0;0;97;tt0117359;France;1;Les Films Alain Sarde;1;Drama;2;Jacques Doillon;1;Alain Sarde;1;13
Machete;0;01/04/2011;1;none;23631;en;1055;6.3;2010-09-01;Machete;20000000;31327899;105;tt0985694;United States of America;1;Dune Entertainment;4;Action;3;Robert Rodriguez;2;Robert Rodriguez;3;29
Indiana Jones & the temple of doom;0;01/04/2011;1;ESM;87;en;2518;7;1984-05-23;Indiana Jones and the Temple of Doom;28000000;333000000;118;tt0087469;United States of America;1;Lucasfilm;2;Adventure;2;Steven Spielberg;1;Robert Watts;1;69
Close encounter of the third kind;0;01/04/2011;1;ES;840;en;978;7.2;1977-11-16;Close Encounters of the Third Kind;20000000;303788635;135;tt0075860;United States of America;1;Columbia Pictures Corporation;3;Science Fiction;2;Steven Spielberg;1;Clark L. Paylow;3;59
Le départ;0;01/04/2011;1;none;137726;fr;4;6.3;1967-03-06;Le départ;0;0;85;tt0061605;Belgium;1;none;0;Comedy;3;Jerzy Skolimowski;1;Bronka Ricquier;1;5
Annie;0;01/04/2011;2;ESM;196867;en;433;6;2014-12-19;Annie;65000000;133821816;119;tt1823664;United States of America;1;Columbia Pictures;3;Music;4;Will Gluck;1;Jay-Z;2;27
The Pied Piper;0;01/04/2011;1;ESM;82094;cs;12;7;1986-09-01;Krysař;0;0;53;tt0174834;Czech Republic;2;Krátký Film Praha;3;Animation;3;Jiří Barta;1;none;0;4
The Adventures Of Robin Hood;0;01/04/2011;2;ESM;10907;en;150;7.6;1938-05-13;The Adventures of Robin Hood;2033000;3981000;102;tt0029843;United States of America;1;Warner Bros.;1;Action;2;Michael Curtiz;2;Hal B. Wallis;3;21
Papillon;0;01/04/2011;2;none;5924;en;385;7.8;1973-12-13;Papillon;12000000;53267000;151;tt0070511;United States of America;1;Solar Productions;3;Crime;2;Franklin J. Schaffner;1;Robert Dorfmann;2;16
Kung-fu Master;0;01/04/2011;4;none;69538;en;2;5.5;2010-06-08;功夫大師;0;0;95;tt2150394;Hong Kong;1;none;0;Action;1;Tou Hiu;1;none;0;5
La gueule de l'emploi;0;01/05/2012;2;none;103738;en;1;7;2011-10-05;La gueule de l'emploi;0;0;94;tt2125540;France;1;none;0;Documentary;1;Didier Cros;1;none;0;0
Raiders of the Lost Ark;0;01/04/2011;2;ESMPA;85;en;3533;7.7;1981-06-12;Raiders of the Lost Ark;18000000;389925971;115;tt0082971;United States of America;1;Lucasfilm;2;Adventure;2;Steven Spielberg;1;Frank Marshall;1;50
Third man on the mountain;0;01/04/2011;1;SM;64867;es;4;5;1959-11-10;Third Man on the Mountain;0;0;105;tt0053352;United States of America;1;Walt Disney Productions;1;Adventure;3;Ken Annakin;1;none;0;8
Jacquot de Nantes;0;01/04/2011;3;none;41789;en;4;7.3;1991-05-15;Jacquot de Nantes;0;0;118;tt0102141;France;1;none;0;Drama;1;Agnès Varda;1;none;0;5
Les Cent et une nuits de Simon Cinema;0;01/04/2011;0;none;94771;fr;3;5.7;1995-01-25;Les cent et une nuits de Simon Cinéma;0;0;101;tt0112654;France;1;none;0;Comedy;3;Agnès Varda;1;none;0;20
Coeur de Pierre;0;01/04/2011;2;none;64393;en;2;4;2007-06-19;Kremen;0;0;84;tt0905618;Russia;1;Kinokompaniya CTB;1;Crime;2;Aleksey Mizgiryov;1;none;0;4
National Velvet;0;01/02/2011;3;E;17641;en;22;7.3;1944-12-14;National Velvet;0;0;123;tt0037120;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Drama;2;Clarence Brown;1;none;0;9
The big reg one;0;01/02/2011;2;none
Tron;0;01/02/2011;3;ESMPA;97;en;669;6.6;1982-07-09;Tron;17000000;33000000;96;tt0084827;United States of America;1;Walt Disney Pictures;2;Science Fiction;3;Steven Lisberger;1;Harrison Ellenshaw;2;12
La sixieme face du Pentagone;0;01/02/2011;2;none;258656;fr;3;6;1968-01-01;La sixième face du pentagone;0;0;28;tt0063609;France;1;Les Films de la Pléiade;3;Documentary;1;Chris Marker;2;Catherine Braunberger;3;0
Phantasm;0;01/02/2011;1;none;9638;en;145;6.6;1979-03-28;Phantasm;300000;11988469;89;tt0079714;United States of America;1;New Breed Productions;1;Horror;2;Don Coscarelli;1;Paul Pepperman;1;12
Mélodie en sous-sol;0;01/02/2011;3;none;22650;fr;13;6.8;1963-03-19;Mélodie en sous-sol;0;0;118;tt0057344;France;2;Compagnia Cinematografica Mondiale (CCM);3;Romance;3;Henri Verneuil;1;none;0;8
Planet of the Apes;0;01/02/2011;3;ESM;119450;en;3807;7.3;2014-06-26;Dawn of the Planet of the Apes;170000000;710644566;130;tt2103281;United States of America;1;Ingenious Media;3;Science Fiction;4;Matt Reeves;1;Amanda Silver;4;33
The Yards;0;01/02/2011;3;none;19457;en;85;5.9;2000-04-27;The Yards;0;0;115;tt0138946;United States of America;1;Miramax Films;2;Drama;4;James Gray;1;Matt Reeves;4;16
Tintin sur la Lune;0;01/01/2011;3;ESMPA
E.T;0;01/01/2011;2;ESMPA;601;en;2915;7.3;1982-04-03;E.T. the Extra-Terrestrial;10500000;792910554;115;tt0083866;United States of America;1;Universal Pictures;2;Science Fiction;4;Steven Spielberg;1;Kathleen Kennedy;2;13
Tant qu'on a la santé ;0;01/01/2011;3;none;143796;fr;4;6.3;1966-02-25;Tant qu'on a la santé;0;0;64;tt0207145;France;1;CAPAC;2;Comedy;1;Pierre Étaix;1;none;0;4
Les plages d'Agnès;0;01/01/2011;4;none;38879;fr;9;6.1;2008-12-17;Les plages d'Agnès;0;0;110;tt1129435;France;1;Ciné Tamaris;1;Drama;3;Agnès Varda;1;none;0;4
Simple mortel;0;01/01/2011;2;none;45131;en;0;0;1990-12-31;Simple Mortel;0;0;85;tt0102930;France;1;none;0;Drama;2;Pierre Jolivet;1;none;0;4
Un singe en hiver;0;01/01/2011;3;none;33998;fr;17;6.7;1962-05-11;Un singe en hiver;0;0;105;tt0056636;France;1;Cité Films;2;Drama;2;Henri Verneuil;1;Jacques Bar;1;14
La Antenna;0;13/12/2010;3;none
Z;0;13/12/2010;4;none;2721;fr;76;7.9;1969-02-26;Z;0;0;127;tt0065234;Algeria;2;Valoria Films;1;Drama;2;Costa-Gavras;1;Jacques Perrin;2;31
Dead Set Season 1;0;13/12/2010;3;none
Stroskek;0;13/12/2010;3;none
L'homme qui ment;0;13/12/2010;3;none;63213;fr;10;6.4;1968-03-27;L'Homme qui ment;0;0;95;tt0063080;Czech Republic;3;Lux Film;3;Drama;2;Alain Robbe-Grillet;1;Jan Tomaskovic;2;11
White Christmas;0;13/12/2010;2;none;13368;en;100;6.9;1954-10-13;White Christmas;0;0;120;tt0047673;United States of America;1;Paramount Pictures;1;Comedy;3;Michael Curtiz;1;Robert Emmett Dolan;1;11
Honey I shrunk the kids;0;13/12/2010;2;none;9354;en;657;6;1989-06-22;Honey, I Shrunk the Kids;32000000;222724172;93;tt0097523;United States of America;1;Buena Vista;1;Adventure;4;Joe Johnston;1;Penney Finkelman Cox;1;8
Les conséquences de l'amour;0;24/11/2010;4;ESMPA;24653;en;104;7.5;2004-09-24;Le conseguenze dell'amore;0;0;100;tt0398883;Italy;1;Indigo Film;3;Crime;2;Paolo Sorrentino;1;none;0;15
Back To The Future;0;24/11/2010;4;ESM;105;en;5478;8;1985-07-03;Back to the Future;19000000;381109762;116;tt0088763;United States of America;1;Universal Pictures;3;Adventure;4;Robert Zemeckis;1;Bob Gale;2;51
The Hitchhiker's Guide to the Galaxy;0;24/11/2010;0;none;7453;en;1199;6.6;2005-01-15;The Hitchhiker's Guide to the Galaxy;50000000;104478416;109;tt0371724;United States of America;1;Spyglass Entertainment;4;Adventure;4;Garth Jennings;1;Gary Barber;5;20
Noir et blanc;0;24/11/2010;2;none;409347;en;0;0;2006-01-01;Noir et Blanc;0;0;4;;none;0;none;0;none;0;Tacita Dean;1;none;0;0
Le salaire de la peur;0;15/11/2010;3;none;204;fr;157;7.9;1953-04-22;Le salaire de la peur;0;0;147;tt0046268;France;2;Véra Films;4;Drama;3;Henri-Georges Clouzot;1;Raymond Borderie;2;14
Food inc;0;15/11/2010;2;none;18570;en;205;7.3;2008-09-07;Food, Inc.;0;0;94;tt1286537;United States of America;1;Magnolia Pictures;1;Documentary;1;Robert Kenner;1;none;0;5
Ghost World;0;01/11/2010;2;none;1548;en;390;7.1;2001-07-20;Ghost World;7000000;0;111;tt0162346;Germany;3;United Artists;5;Comedy;2;Terry Zwigoff;1;Lianne Halfon;3;17
Following;0;01/11/2010;3;none;11660;en;309;7.1;1998-09-12;Following;0;0;69;tt0154506;United Kingdom;1;Syncopy;2;Crime;3;Christopher Nolan;1;Christopher Nolan;3;15
Les maitres du temps;0;01/11/2010;3;ESMPA;22501;fr;37;7.4;1982-03-24;Les Maîtres du temps;0;0;75;tt0084315;France;5;British Broadcasting Corporation (BBC);8;Animation;5;René Laloux;1;none;0;18
Ivanhoe;0;01/11/2010;3;ES;26175;en;30;6.9;1952-01-01;Ivanhoe;0;0;106;tt0044760;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Action;4;Richard Thorpe;1;Pandro S. Berman;1;13
Fragile;0;01/11/2010;1;none;414114;de;0;0;2015-08-19;FRAGIL;0;0;26;tt5077988;none;0;none;0;Drama;1;Rebecca Panian;1;none;0;2
Maboroshi no hikari;0;01/11/2010;1;none;18872;ja;23;7.2;1995-10-01;幻の光;0;0;110;tt0113725;Japan;1;TV Man Union;1;Drama;1;Hirokazu Koreeda;1;Naoe Gozu;1;16
The innocents;0;01/11/2010;4;none;16372;en;114;7.4;1961-12-25;The Innocents;0;0;100;tt0055018;United Kingdom;1;Twentieth Century Fox Film Corporation;2;Horror;1;Jack Clayton;1;Jack Clayton;1;9
Moon;0;01/10/2010;4;none;17431;en;1627;7.5;2009-06-12;Moon;5000000;9760104;97;tt1182345;United Kingdom;1;Liberty Films UK;4;Science Fiction;2;Duncan Jones;1;Stuart Fenegan;8;10
Barefoot Gen;0;01/10/2010;4;none;394239;ja;0;0;1976-01-24;はだしのゲン;0;0;107;tt1319091;Japan;1;Gendai Production;1;Drama;2;Tengo Yamada;1;none;0;14
Mesrine L'instinct de mort;0;15/09/2010;1;none;13635;fr;218;7.3;2008-10-22;L'Instinct de mort;0;31055440;113;tt1259014;Canada;3;La Petite Reine;3;Drama;4;Jean-François Richet;1;Thomas Langmann;1;16
Zombie;0;15/09/2010;1;none;26860;en;46;5.9;1932-08-04;White Zombie;50000;0;67;tt0023694;United States of America;1;Victor & Edward Halperin Productions;1;Horror;1;Victor Halperin;1;Edward Halperin;2;10
Star Wars V;0;15/09/2010;4;ESM;1891;en;5386;8.2;1980-05-17;The Empire Strikes Back;18000000;538400000;124;tt0080684;United States of America;1;Lucasfilm;2;Adventure;3;Irvin Kershner;1;Gary Kurtz;2;76
Ils;0;15/09/2010;2;none;10832;fr;129;6;2006-07-19;Ils;0;0;77;tt0465203;France;2;Eskwad;5;Horror;1;David Moreau;2;Richard Grandpierre;1;5
Ivanhoe;0;15/09/2010;3;ES;26175;en;30;6.9;1952-01-01;Ivanhoe;0;0;106;tt0044760;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Action;4;Richard Thorpe;1;Pandro S. Berman;1;13
Crying Fist;0;15/09/2010;2;none;40452;ko;16;6.5;2005-03-31;주먹이 운다;0;0;134;tt0457007;South Korea;1;Sio Film and Bravo Entertainment;1;Foreign;2;Ryoo Seung-wan;1;none;0;7
Le déclin de l'empire américain;0;15/09/2010;2;none;18499;fr;17;6.5;1986-06-19;Le déclin de l'empire américain;0;0;101;tt0090985;Canada;1;Corporation Image M & M;2;Comedy;2;Denys Arcand;1;none;0;9
Star Wars IV;0;15/09/2010;4;ESM;11;en;6079;8;1977-05-25;Star Wars;11000000;775398007;121;tt0076759;United States of America;1;Lucasfilm;2;Adventure;3;George Lucas;1;Gary Kurtz;2;106
Nanook l'esquimau;0;08/11/2009;2;E;669;en;43;7.3;1922-06-11;Nanook of the North;53000;0;79;tt0013427;Canada;1;Révillon Frères;1;Documentary;1;Robert J. Flaherty;1;Robert J. Flaherty;1;5
Apocalypse now;0;01/09/10;4;none;28;en;1818;8;1979-08-15;Apocalypse Now;31500000;89460381;153;tt0078788;United States of America;1;United Artists;2;Drama;2;Francis Ford Coppola;1;Francis Ford Coppola;7;35
Lifeboat;0;01/09/10;1;none;13321;en;104;7.3;1944-01-11;Lifeboat;1590000;0;96;tt0037017;United States of America;1;Twentieth Century Fox Film Corporation;1;Drama;2;Alfred Hitchcock;1;Kenneth Macgowan;2;11
Assault Girls;0;01/09/10;2;none;41373;ja;11;4.5;2009-12-19;アサルトガールズ;0;0;65;tt1478800;Japan;1;Deiz Production;1;Science Fiction;2;Mamoru Oshii;1;none;0;4
Brokeback Mountain;0;01/09/10;3;none;142;en;1294;7.4;2005-09-02;Brokeback Mountain;14000000;178043761;134;tt0388795;Canada;2;River Road Entertainment;4;Drama;2;Ang Lee;1;Diana Ossana;2;15
The sweet smell of success;0;01/09/10;2;none
Neverending Story;0;01/09/10;3;ESMPA;34584;en;863;7;1984-04-05;The Neverending Story;27000000;20158808;102;tt0088323;Germany;2;Producers Sales Organization;6;Drama;4;Wolfgang Petersen;1;Bernd Schaefers;3;17
Speed Racer;0;01/09/10;2;none;7459;en;313;5.7;2008-05-09;Speed Racer;120000000;93945766;135;tt0811080;Australia;3;Village Roadshow Pictures;6;Action;3;Lana Wachowski;2;Lana Wachowski;8;26
Cyrano de Bergerac;0;01/09/10;4;ESM;11673;fr;107;6.7;1990-03-28;Cyrano de Bergerac;0;0;137;tt0099334;France;1;Hachette Première;3;Drama;4;Jean-Paul Rappeneau;1;René Cleitman;2;7
Stalag 17;0;01/09/10;2;none;632;en;131;7.6;1953-05-29;Stalag 17;1661530;0;120;tt0046359;United States of America;1;Paramount Pictures;1;Comedy;3;Billy Wilder;1;Billy Wilder;1;18
SPL;0;22/08/2010;2;none;13127;zh;61;6.7;2005-11-18;殺破狼;0;0;93;tt0478024;Hong Kong;2;Abba Movies Co. Ltd.;3;Action;4;Wilson Yip;1;Carl Chang;1;6
Aliens from the deep;0;08/08/10;1;none;27909;en;3;3.3;1989-10-15;Alien degli abissi;0;0;90;tt0096785;none;0;none;0;Science Fiction;2;Antonio Margheriti;1;none;0;6
L'an 01;0;07/08/10;4;none;63172;fr;5;7.6;1973-02-22;L'an 01;0;0;90;tt0179641;France;1;UZ Productions;1;Comedy;1;Jacques Doillon;3;none;0;10
L'an 01;0;07/08/10;4;none;63172;fr;5;7.6;1973-02-22;L'an 01;0;0;90;tt0179641;France;1;UZ Productions;1;Comedy;1;Jacques Doillon;3;none;0;10
The constant factor;0;03/08/10;3;none;198500;pl;3;5.7;1980-06-04;Constans;0;0;98;tt0080561;Poland;1;Film Polski;1;Drama;1;Krzysztof Zanussi;1;none;0;6
Shutter Island;0;01/08/2010;1;none;11324;en;5521;7.8;2010-02-18;Shutter Island;80000000;294804195;138;tt1130884;United States of America;1;Paramount Pictures;4;Drama;3;Martin Scorsese;1;Mike Medavoy;3;26
Travelling Players;0;01/08/2010;1;none;689;en;9;6.5;1975-01-01;Ο θίασος;0;0;223;tt0073800;Greece;1;Giorgos Papalios Productions;1;Drama;1;Theo Angelopoulos;1;Lefteris Haronitis;4;8
The Philadelphia Story;0;01/08/2010;3;none;981;en;173;7.6;1940-12-01;The Philadelphia Story;0;0;112;tt0032904;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Comedy;2;George Cukor;1;Joseph L. Mankiewicz;1;28
Borat ;0;01/08/2010;2;none;496;en;1451;6.5;2006-11-01;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;18000000;261572744;82;tt0443453;United States of America;1;Twentieth Century Fox Film Corporation;2;Comedy;1;Larry Charles;1;Sacha Baron Cohen;2;12
Sholay;0;01/08/2010;3;none;12259;hi;51;6.8;1975-08-15;Sholay;0;0;204;tt0073707;India;1;United Producers;4;Action;1;Ramesh Sippy;1;G.P. Sippy;1;17
Suddenly last summer;0;01/08/2010;2;none;14698;en;40;6.7;1959-12-22;Suddenly, Last Summer;3000000;0;114;tt0053318;United States of America;1;Columbia Pictures Corporation;4;Thriller;3;Joseph L. Mankiewicz;1;Sam Spiegel;1;14
Vengeance;0;01/08/2010;2;none;35169;en;127;4.5;2010-04-02;Furry Vengeance;35000000;39340177;92;tt0492389;United Arab Emirates;2;Summit Entertainment;5;Comedy;1;Roger Kumble;1;Robert Simonds;4;16
The 39 Steps;0;01/08/2010;3;none;260;en;192;7.4;1935-06-01;The 39 Steps;0;0;86;tt0026029;United Kingdom;1;Gaumont British Picture Corporation;2;Action;3;Alfred Hitchcock;1;Michael Balcon;1;17
Push;0;15/07/10;2;none;13455;en;566;5.9;2009-02-06;Push;38000000;45465299;111;tt0465580;United States of America;2;Icon Productions;3;Action;1;Paul McGuigan;1;Bruce Davey;9;15
Tachiguishi Retsuden;0;15/07/10;2;none;333447;en;0;0;2007-11-10;EAT AND RUN -6 Beautiful Grifters-;0;0;123;tt1095227;none;0;none;0;Thriller;9;Makoto Kamiya;4;none;0;9
La porte de l'enfer;0;15/07/10;3;none;43349;ja;16;6.6;1953-10-30;地獄門;0;0;86;tt0045935;Japan;1;Daiei Studios;1;History;3;Teinosuke Kinugasa;1;Masaichi Nagata;1;47
Alice au pays des merveilles;0;15/07/10;1;none;41278;en;20;6.1;1903-10-17;Alice in Wonderland;0;0;9;tt0000420;United Kingdom;1;Hepworth;1;Fantasy;1;Cecil M. Hepworth;2;none;0;6
When the Last Sword Is Drawn;0;15/07/10;3;none;14455;ja;26;7.3;2003-01-18;壬生義士伝;0;0;137;tt0359692;Japan;1;Shochiku Company;1;Action;3;Yojiro Takita;1;none;0;11
In the electric mist;0;15/07/10;2;none;13975;en;103;6;2009-02-20;In the Electric Mist;0;0;117;tt0910905;France;2;TF1 International;3;Thriller;4;Bertrand Tavernier;1;Frédéric Bourboulon;3;14
True Legend;0;15/07/10;0;none;37034;zh;41;6.2;2010-02-09;Su Qi-Er;20000000;0;115;tt1425257;China;1;Shanghai Film Group;4;Action;2;Yuen Woo-ping;1;William Kong;7;15
Marathon Man;0;15/07/10;4;none;10518;en;201;7.2;1976-10-05;Marathon Man;6500000;21709020;125;tt0074860;United States of America;1;Paramount Pictures;1;Thriller;1;John Schlesinger;1;Sidney Beckerman;2;13
Space cowboys;0;15/07/10;2;none;5551;en;360;6.3;2000-07-31;Space Cowboys;65000000;128884132;130;tt0186566;United States of America;1;Village Roadshow Pictures;6;Action;3;Clint Eastwood;1;Clint Eastwood;2;16
The beast stalker;0;15/07/10;3;none;18060;cn;19;6.6;2008-11-27;証人;0;0;109;tt1330525;Hong Kong;1;Emperor Motion Pictures;2;Action;1;Dante Lam;1;Candy Leung;3;17
Summer Wars;0;15/07/10;2;none;28874;ja;234;7.4;2009-08-01;サマーウォーズ;0;80768;114;tt1474276;Japan;1;Madhouse;2;Animation;1;Mamoru Hosoda;1;Nozomu Takahashi;4;6
L'amour l'après-midi;0;08/04/2013;4;none;12116;fr;19;7.5;1972-08-21;L'amour l'après-midi;0;0;97;tt0068205;France;1;Les Films du Losange;1;Drama;2;Éric Rohmer;1;Barbet Schroeder;2;23
les beaux gosses;0;15/07/10;2;none;18896;fr;77;5.4;2009-06-10;Les Beaux Gosses;0;0;90;tt1314237;France;1;Les Films des Tournelles;2;Comedy;1;Riad Sattouf;1;Anne-Dominique Toussaint;1;23
Valhalla rising;0;15/07/10;2;none;37861;fr;285;5.8;2009-09-04;Valhalla Rising;5641880;30638;93;tt0862467;Denmark;2;BBC Films;6;Adventure;4;Nicolas Winding Refn;1;Johnny Andersen;3;17
Tropic Thunder;0;15/07/10;2;none;7446;en;1524;6.4;2008-08-09;Tropic Thunder;92000000;188072649;107;tt0942385;United States of America;3;DreamWorks SKG;4;Action;2;Ben Stiller;1;Stuart Cornfeld;4;74
Earth;0;15/07/10;3;none;10946;en;131;7.5;2007-04-22;Earth;15000000;109000000;90;tt0393597;Germany;3;Gaumont;3;Documentary;1;Alastair Fothergill;2;Sophokles Tasioulis;2;6
Haze;0;15/07/10;0;none;367242;en;0;0;2015-11-10;Hamog;0;0;0;;Philippines;1;Cinema One Originals;2;Drama;1;Ralston Jover;1;none;0;12
Tetsuo, the Iron Man;0;15/07/10;3;none;41428;ja;98;6.7;1989-07-01;鉄男;0;0;67;tt0096251;Japan;1;none;0;Horror;2;Shinya Tsukamoto;1;Shinya Tsukamoto;1;6
Tokyo Fist;0;15/07/10;4;none;41577;ja;23;6.6;1995-01-01;Tokyo Fist;0;0;87;tt0114690;Japan;1;none;0;Romance;4;Shinya Tsukamoto;1;none;0;10
Yoyo;0;15/07/10;5;none;90228;fr;8;5.8;1965-02-19;Yoyo;0;0;92;tt0059934;France;1;C.A.P.A.C.;1;Comedy;3;Pierre Étaix;1;Paul Claudon;1;4
Protege;0;15/07/10;2;none;16657;cn;24;6.3;2007-04-13;門徒;0;0;106;tt0841150;Hong Kong;1;Mediacorp Raintree Pictures;4;Drama;2;Derek Yee Tung-Sing;1;none;0;9
A bloody aria;0;15/07/10;3;none;57270;ko;10;5.3;2006-05-31;구타유발자들;0;0;115;tt0821462;South Korea;1;Prime Entertainment;1;Thriller;4;Won Shin-Yeon;1;Dong-eun Kim;4;8
Black Book;0;15/07/10;3;none;14846;en;102;5.3;2004-08-06;Little Black Book;35000000;22034832;111;tt0361841;United States of America;1;Revolution Studios;2;Comedy;3;Nick Hurran;1;Elaine Goldsmith-Thomas;4;20
Enquete sur un citoyen au dessus de tout soupçon;0;15/07/10;4;none;26451;it;73;7.8;1970-02-09;Indagine su un cittadino al di sopra di ogni sospetto;0;0;112;tt0065889;Italy;1;Vera Films S.p.a.;1;Drama;1;Elio Petri;1;none;0;9
Roman Holiday;0;15/07/10;2;none;804;en;428;7.7;1953-09-02;Roman Holiday;1500000;12000000;119;tt0046250;United States of America;1;Paramount Pictures;1;Comedy;2;William Wyler;1;William Wyler;2;29
Cloverfield;0;15/07/10;0;none;7191;en;2049;6.4;2008-01-15;Cloverfield;25000000;170764026;85;tt1060277;United States of America;1;Paramount Pictures;2;Action;3;Matt Reeves;1;J.J. Abrams;3;57
Inception;0;15/07/10;3;none;27205;en;12539;8;2010-07-14;Inception;160000000;825532764;148;tt1375666;United Kingdom;2;Legendary Pictures;3;Action;5;Christopher Nolan;1;Christopher Nolan;2;29
Burn After Reading;0;15/07/10;1;none;4944;en;1119;6.5;2008-09-05;Burn After Reading;37000000;163720069;96;tt0887883;United States of America;3;Mike Zoss Productions;5;Comedy;2;Ethan Coen;2;Ethan Coen;3;49
Insomnia;0;15/07/10;4;none;320;en;1000;6.8;2002-05-24;Insomnia;46000000;113714830;118;tt0278504;United States of America;1;Section Eight;3;Crime;3;Christopher Nolan;1;Broderick Johnson;4;25
Slumdog Millionnaire;0;01/07/2010;3;none;12405;en;2473;7.6;2008-05-12;Slumdog Millionaire;15000000;377910544;120;tt1010048;India;3;Fox Searchlight Pictures;4;Drama;2;Danny Boyle;2;Christian Colson;1;15
